
-0.27778,-0.575,-0.27667,-0.57625,-0.27583,-0.5775,-0.27444,-0.57917,-0.27333,-0.58083,-0.27278,-0.58167,-0.27333,-0.58208,-0.27417,-0.58042,-0.27583,-0.57875,-0.27778,-0.57667,-0.28,-0.575,-0.28194,-0.57292,-0.28361,-0.57125,-0.28528,-0.57,-0.28667,-0.56875,-0.28806,-0.56792,-0.29,-0.56792,-0.29194,-0.56833,-0.29444,-0.56833,-0.29722,-0.56875,-0.30056,-0.56875,-0.30361,-0.56875,-0.30583,-0.56792,-0.30722,-0.56708,-0.3075,-0.56583,-0.30694,-0.56458,-0.30528,-0.56375,-0.30306,-0.56292,-0.30056,-0.5625,-0.29833,-0.56208,-0.29639,-0.5625,-0.29444,-0.56333,-0.2925,-0.56583,-0.29056,-0.56833,-0.28889,-0.57042,-0.2875,-0.57208,-0.28722,-0.57292,-0.28778,-0.5725,-0.28944,-0.57208,-0.29139,-0.57167,1
-0.125,0.0125,-0.12444,0.012083,-0.12417,0.01125,-0.12417,0.010833,-0.12472,0.010833,-0.12472,0.010833,-0.125,0.01125,-0.12472,0.012083,-0.12444,0.01375,-0.12333,0.015417,-0.12278,0.017083,-0.12278,0.019167,-0.12361,0.019583,-0.12417,0.02,-0.12528,0.02,-0.12639,0.02,-0.12694,0.02,-0.12778,0.019583,-0.12833,0.019167,-0.12861,0.018333,-0.12861,0.017083,-0.12833,0.01625,-0.1275,0.01625,-0.12694,0.01625,-0.12611,0.016667,-0.12528,0.0175,-0.12417,0.01875,-0.12278,0.019583,-0.12167,0.02,-0.12028,0.020417,-0.11944,0.020417,-0.11889,0.020417,-0.11889,0.019167,-0.11889,0.017917,-0.11944,0.016667,-0.12,0.015833,-0.12083,0.015833,-0.12167,0.015833,-0.1225,0.01625,-0.12361,0.01625,2
0.31389,-0.54583,0.31806,-0.54375,0.32167,-0.54208,0.32361,-0.53958,0.32389,-0.53792,0.32361,-0.5375,0.32278,-0.53792,0.32028,-0.53958,0.31639,-0.54167,0.31194,-0.54333,0.30694,-0.545,0.30222,-0.5475,0.29722,-0.55042,0.29111,-0.55208,0.28444,-0.55458,0.27694,-0.5575,0.26806,-0.56042,0.25889,-0.56375,0.24917,-0.56792,0.23861,-0.5725,0.22806,-0.57708,0.21889,-0.58083,0.21167,-0.58375,0.20694,-0.58583,0.205,-0.58708,0.20611,-0.58708,0.20917,-0.58667,0.21472,-0.58583,0.2225,-0.58542,0.23,-0.58375,0.23806,-0.58208,0.24639,-0.58042,0.25333,-0.57875,0.25778,-0.57792,0.25972,-0.5775,0.25889,-0.5775,0.255,-0.57875,0.24861,-0.58,0.24056,-0.58167,0.23222,-0.58292,4
0.43333,-0.066667,0.4225,-0.057083,0.41389,-0.049583,0.40806,-0.044167,0.40583,-0.041667,0.40778,-0.040833,0.41417,-0.042083,0.42389,-0.045833,0.43611,-0.051667,0.44972,-0.06,0.46361,-0.069583,0.4775,-0.0825,0.49083,-0.0975,0.50333,-0.11417,0.51417,-0.13292,0.52472,-0.155,0.53417,-0.18208,0.54139,-0.21083,0.54611,-0.24333,0.54861,-0.27583,0.54917,-0.30708,0.54722,-0.33333,0.545,-0.35375,0.54194,-0.3675,0.53806,-0.37167,0.53306,-0.36375,0.52639,-0.345,0.51722,-0.3175,0.50472,-0.285,0.48889,-0.25167,0.47139,-0.22125,0.455,-0.19583,0.44194,-0.1775,0.43361,-0.16625,0.42944,-0.16167,0.43083,-0.16542,0.43806,-0.17625,0.45111,-0.19375,0.46806,-0.21708,0.4875,-0.24833,3
-0.033333,-0.1625,-0.0325,-0.16333,-0.031944,-0.16417,-0.031944,-0.16458,-0.0325,-0.165,-0.033056,-0.165,-0.033611,-0.16458,-0.034167,-0.16375,-0.034722,-0.16292,-0.035556,-0.16292,-0.036667,-0.16167,-0.037778,-0.16125,-0.038611,-0.16083,-0.039444,-0.16042,-0.040556,-0.16,-0.041111,-0.16,-0.042222,-0.16042,-0.043333,-0.16042,-0.043611,-0.16125,-0.044167,-0.16208,-0.044444,-0.16375,-0.044167,-0.16458,-0.043889,-0.16542,-0.043611,-0.16583,-0.043056,-0.16583,-0.042222,-0.165,-0.041667,-0.16458,-0.040556,-0.16333,-0.039444,-0.16292,-0.038611,-0.16208,-0.037778,-0.16208,-0.037222,-0.1625,-0.036944,-0.16333,-0.036944,-0.16458,-0.036944,-0.165,-0.037222,-0.165,-0.037778,-0.16458,-0.038333,-0.16417,-0.039444,-0.16375,-0.040278,-0.16333,1
0.0027778,-0.10833,0.0033333,-0.10917,0.0036111,-0.11042,0.0036111,-0.11083,0.0030556,-0.11125,0.0027778,-0.11083,0.0022222,-0.11083,0.0016667,-0.11042,0.0011111,-0.11,0.00027778,-0.10958,-0.00055556,-0.10875,-0.0013889,-0.10833,-0.0022222,-0.10792,-0.0030556,-0.1075,-0.0038889,-0.10708,-0.0047222,-0.10708,-0.0058333,-0.10708,-0.0066667,-0.1075,-0.0069444,-0.10833,-0.0072222,-0.10958,-0.0075,-0.11083,-0.0072222,-0.1125,-0.0069444,-0.11333,-0.0063889,-0.11417,-0.0058333,-0.11417,-0.005,-0.11375,-0.0044444,-0.11292,-0.0036111,-0.11208,-0.0025,-0.11125,-0.0016667,-0.11083,-0.00083333,-0.11083,-0.00055556,-0.11125,-0.00055556,-0.11208,-0.00055556,-0.11333,-0.00083333,-0.11417,-0.0011111,-0.11417,-0.0013889,-0.11375,-0.0019444,-0.11292,-0.0027778,-0.11208,-0.0038889,-0.11167,1
0.53611,-0.054167,0.52472,-0.038333,0.51528,-0.02625,0.50944,-0.018333,0.50778,-0.014167,0.51028,-0.014167,0.51667,-0.018333,0.52694,-0.026667,0.53972,-0.037917,0.55389,-0.0525,0.56806,-0.069583,0.58194,-0.088333,0.59556,-0.10958,0.60722,-0.13375,0.6175,-0.15958,0.62694,-0.18833,0.63528,-0.22125,0.64083,-0.2575,0.64361,-0.29542,0.64389,-0.33417,0.64194,-0.37,0.63806,-0.40083,0.63417,-0.42417,0.63028,-0.43958,0.62611,-0.44375,0.62139,-0.43333,0.61667,-0.41042,0.61,-0.37667,0.6,-0.33667,0.58722,-0.29458,0.57222,-0.25375,0.55778,-0.21875,0.54611,-0.19208,0.53778,-0.17583,0.53417,-0.17042,0.53583,-0.17542,0.54306,-0.19042,0.55472,-0.21583,0.56972,-0.24958,0.58611,-0.29208,3
-0.76111,-0.45,-0.77389,-0.49333,-0.78139,-0.5275,-0.7825,-0.54917,-0.77972,-0.5575,-0.77611,-0.55583,-0.77333,-0.54708,-0.77056,-0.53167,-0.76667,-0.51042,-0.76194,-0.48542,-0.75472,-0.45708,-0.74639,-0.42792,-0.73611,-0.39792,-0.725,-0.3675,-0.71278,-0.33667,-0.69944,-0.30667,-0.68611,-0.2775,-0.67222,-0.24917,-0.65833,-0.2225,-0.64556,-0.19917,-0.63444,-0.17958,-0.62583,-0.16417,-0.62056,-0.155,-0.62,-0.15083,-0.62472,-0.1525,-0.63417,-0.16125,-0.64806,-0.17625,-0.66472,-0.1975,-0.68278,-0.22375,-0.70056,-0.25167,-0.715,-0.27917,-0.72472,-0.30333,-0.72972,-0.32125,-0.73028,-0.3325,-0.72833,-0.33708,-0.72417,-0.335,-0.71917,-0.32667,-0.71222,-0.3125,-0.70333,-0.29333,-0.69222,-0.27042,5
0.51667,-0.0041667,0.50306,0.011667,0.49222,0.024167,0.48556,0.032083,0.48333,0.036667,0.48611,0.036667,0.49417,0.033333,0.50611,0.02625,0.52139,0.015417,0.53778,0.00125,0.555,-0.01625,0.57222,-0.035417,0.58861,-0.0575,0.60361,-0.082083,0.61694,-0.10958,0.62972,-0.14,0.64083,-0.175,0.64917,-0.21375,0.65444,-0.25458,0.65667,-0.29625,0.65583,-0.33458,0.65306,-0.36667,0.65,-0.39167,0.64639,-0.40792,0.64167,-0.41208,0.63694,-0.40125,0.63111,-0.37583,0.62194,-0.33917,0.60889,-0.29542,0.59139,-0.25,0.57139,-0.20625,0.55222,-0.17,0.53667,-0.14333,0.52583,-0.1275,0.52083,-0.1225,0.52278,-0.12708,0.53222,-0.1425,0.54778,-0.1675,0.5675,-0.20208,0.59028,-0.24708,3
0.080556,0.20417,0.081389,0.20333,0.082222,0.2025,0.082222,0.20167,0.081667,0.20167,0.080556,0.2025,0.078333,0.20458,0.076111,0.20667,0.074444,0.21083,0.074444,0.22375,0.075833,0.23667,0.076389,0.24958,0.075278,0.25833,0.074167,0.26333,0.073611,0.26417,0.073056,0.26417,0.072778,0.26375,0.071944,0.26292,0.071111,0.2625,0.070278,0.26167,0.07,0.26083,0.07,0.26,0.070556,0.25958,0.071667,0.25917,0.073333,0.25833,0.075,0.2575,0.076944,0.25792,0.079444,0.2575,0.081389,0.2575,0.083333,0.25708,0.085278,0.25583,0.086667,0.255,0.0875,0.25333,0.0875,0.25125,0.086667,0.25042,0.085,0.25042,0.083333,0.25167,0.081111,0.25292,0.079722,0.25458,0.078333,0.25583,2
